Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Burundi,BDI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2.077,2.115,2.154,2.193,2.233,2.294,2.395,2.501,2.611,2.726,2.845,2.97,3.101,3.236,3.377,3.525,3.678,3.838,4.005,4.178,4.339,4.503,4.674,4.85,5.033,5.221,5.417,5.62,5.83,6.047,6.271,6.455,6.637,6.823,7.014,7.211,7.412,7.618,7.83,8.036,8.246,8.461,8.682,8.908,9.139,9.375,9.617,9.864,10.118,10.376,10.642,10.915,11.194,11.482,11.776,12.078,12.388,12.706,13.032,13.366,13.708,14.058,14.417,14.784
Burundi,BDI,Rural population (% of total population),SP.RUR.TOTL.ZS,97.923,97.885,97.846,97.807,97.767,97.706,97.605,97.499,97.389,97.274,97.155,97.03,96.899,96.764,96.623,96.475,96.322,96.162,95.995,95.822,95.661,95.497,95.326,95.15,94.967,94.779,94.583,94.38,94.17,93.953,93.729,93.545,93.363,93.177,92.986,92.789,92.588,92.382,92.17,91.964,91.754,91.539,91.318,91.092,90.861,90.625,90.383,90.136,89.882,89.624,89.358,89.085,88.806,88.518,88.224,87.922,87.612,87.294,86.968,86.634,86.292,85.942,85.583,85.216
Burundi,BDI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,43.024,43.252,43.441,43.718,43.974,42.005,43.531,43.341,43.378,42.874,43.041,42.965,25.613,37.275,43.012,42.982,43.144,43.513,43.764,44.59,45.406,46.393,47.29,48.051,48.491,48.541,48.164,47.516,43.04,45.62,44.86,44.227,43.895,37.105,44.08,44.059,44.373,45.387,46.552,47.528,47.514,48.431,49.891,50.857,52.01,53.023,53.869,54.727,55.71,56.388,57.081,57.769,58.493,59.235,59.868,60.217,60.793,61.553,61.688,62.351,61.566,61.663,61.977,..
Burundi,BDI,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,7.003,7.023,7.038,7.067,7.09,7.113,7.135,7.156,7.18,7.215,7.214,7.213,7.21,7.215,7.222,7.244,7.248,7.245,7.259,7.307,7.353,7.329,7.314,7.298,7.295,7.294,7.32,7.38,7.383,7.387,7.365,7.336,7.301,7.272,7.23,7.184,7.123,7.04,6.958,6.897,6.872,6.849,6.819,6.785,6.746,6.708,6.659,6.588,6.515,6.409,6.26,6.108,5.991,5.889,5.794,5.695,5.587,5.481,5.38,5.271,5.177,5.078,4.98,..
Cabo Verde,CPV,Population growth (annual %),SP.POP.GROW,..,2.32632706926711,3.06988569607914,3.25590943317182,3.24550816654424,3.24428371517101,3.25657209867963,3.27977518109747,3.30561210954571,3.32772724417013,3.08904597162592,2.14999835849578,1.12244814563743,0.79630090794537,0.829131703536244,0.888701136749221,0.863611249158857,0.77027784958999,0.739367759561052,0.738399979463989,1.02626096959612,1.37745811991792,1.44611774182867,1.41553277177226,1.35107180274052,1.30334844169751,1.2854177236733,1.28344347264534,1.28643231956249,1.38239972115257,1.77474829593989,2.2130774464263,2.44517050411919,2.53394730591853,2.49721826071599,2.39287120315999,2.31272373992786,2.26555228546592,2.19559888350156,2.11573778449194,1.89987187752495,1.66784323760593,1.54881400616773,1.43878620109395,1.34359900654352,1.27507062329957,1.22154041180103,1.16559727886391,1.10397557326972,1.03356365735023,1.07518998845602,1.20318062074503,1.19524498910285,1.13168973985358,1.13001379235817,1.1090565508692,1.12160806985756,1.16795054980192,1.09986005170242,1.01513458042928,0.96752416855618,0.90298888332359,0.884624344860865,0.928494014669758
Cabo Verde,CPV,Urban population (% of total population),SP.URB.TOTL.IN.ZS,16.679,16.948,17.224,17.503,17.787,18.073,18.363,18.657,18.954,19.255,19.559,19.9,20.272,20.649,21.031,21.419,21.812,22.209,22.612,23.02,23.518,24.995,26.535,28.133,29.792,31.5,33.885,36.355,38.902,41.504,44.12,45.044,45.973,46.902,47.834,48.768,49.704,50.637,51.572,52.505,53.435,54.291,55.146,55.997,56.846,57.689,58.529,59.363,60.194,61.016,61.821,62.322,62.821,63.317,63.81,64.3,64.784,65.261,65.732,66.195,66.652,67.102,67.545,67.982
Cabo Verde,CPV,Rural population (% of total population),SP.RUR.TOTL.ZS,83.321,83.052,82.776,82.497,82.213,81.927,81.637,81.343,81.046,80.745,80.441,80.1,79.728,79.351,78.969,78.581,78.188,77.791,77.388,76.98,76.482,75.005,73.465,71.867,70.208,68.5,66.115,63.645,61.098,58.496,55.88,54.956,54.027,53.098,52.166,51.232,50.296,49.363,48.428,47.495,46.565,45.709,44.854,44.003,43.154,42.311,41.471,40.637,39.806,38.984,38.179,37.678,37.179,36.683,36.19,35.7,35.216,34.739,34.268,33.805,33.348,32.898,32.455,32.018
Cabo Verde,CPV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,49.411,49.953,50.392,50.894,51.345,51.808,52.356,52.722,53.176,53.736,54.333,54.813,55.309,56.008,56.837,57.89,58.65,59.568,60.306,60.917,61.368,61.593,61.67,61.693,61.661,62.182,62.747,63.404,64.058,64.446,65.023,65.176,65.318,65.312,65.25,64.093,65.763,66.378,66.993,67.569,68.618,69.929,70.705,71.429,71.999,72.68,72.239,72.835,72.508,73.088,73.499,74.257,74.484,75.059,75.24,74.62,75.742,76.593,75.733,76.004,74.808,74.052,74.722,..
Cabo Verde,CPV,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.885,6.922,6.953,6.976,6.989,6.993,6.99,6.982,6.97,6.954,6.935,6.913,6.887,6.855,6.818,6.771,6.714,6.645,6.564,6.473,6.375,6.273,6.17,6.068,5.97,5.875,5.784,5.695,5.603,5.504,5.392,5.259,5.102,4.921,4.72,4.505,4.287,4.074,3.876,3.697,3.539,3.399,3.271,3.151,3.038,2.933,2.839,2.757,2.687,2.629,2.474,2.471,2.282,2.198,2.17,2.117,2.123,2.091,1.964,1.932,1.908,1.896,1.879,..
Cambodia,KHM,Population growth (annual %),SP.POP.GROW,..,2.19488337445001,2.16885287061227,2.13339665386579,2.12759228310479,2.12724252738267,2.06107445284486,1.99941045126724,1.95180853037603,1.91346804963288,0.430483163865176,-0.182038654360275,1.03940639008268,1.26403354721233,0.886959597439525,-2.71963851984927,-6.45868581812627,-4.3242843772044,-1.31659984772815,1.50864415416939,2.40243043546257,2.63499001878217,3.93186257215211,3.88538850721037,3.59541435717507,3.3385758634098,3.79402131735402,4.0202603714537,3.62214017019268,3.57681049562267,3.8888910533693,3.83702258012232,4.83668118364296,5.26462795865572,3.76294227795416,2.62750839404899,2.38073259847866,2.20186668030533,2.05636127552475,1.95125157344804,1.83064817889597,1.79381433398266,1.79592987916956,1.78257622928652,1.77233194606874,1.75317594902836,1.73026969167735,1.74325561857738,1.65663905731394,1.50789194873236,1.45722988351436,1.4538734073168,1.44928419333369,1.43049971596447,1.3977751944463,1.34979002036239,1.33408515743887,1.3104826630319,1.22144565921597,1.13244216195679,1.16005769739725,1.16513584860257,1.07216738142292,1.04996511061926
Cambodia,KHM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,10.285,10.293,10.333,10.497,10.662,10.83,11,12.098,13.291,14.579,15.97,18.717,21.818,25.263,29.055,4.477,4.82,5.186,5.578,5.999,9.898,12.742,13.031,13.325,13.626,13.931,14.242,14.559,14.883,15.211,15.546,15.887,16.234,16.587,16.946,17.311,17.683,18.06,18.355,18.47,18.586,18.703,18.82,18.937,19.055,19.174,19.293,19.413,19.571,19.93,20.294,20.663,21.037,21.415,21.799,22.188,22.582,22.98,23.388,23.805,24.232,24.668,25.114,25.57
Cambodia,KHM,Rural population (% of total population),SP.RUR.TOTL.ZS,89.715,89.707,89.667,89.503,89.338,89.17,89,87.902,86.709,85.421,84.03,81.283,78.182,74.737,70.945,95.523,95.18,94.814,94.422,94.001,90.102,87.258,86.969,86.675,86.374,86.069,85.758,85.441,85.117,84.789,84.454,84.113,83.766,83.413,83.054,82.689,82.317,81.94,81.645,81.53,81.414,81.297,81.18,81.063,80.945,80.826,80.707,80.587,80.429,80.07,79.706,79.337,78.963,78.585,78.201,77.812,77.418,77.02,76.612,76.195,75.768,75.332,74.886,74.43
Cambodia,KHM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,42.361,42.792,43.316,43.898,44.398,44.789,45.363,45.514,45.793,46.241,39.129,39.507,40.224,40.024,39.803,11.995,12.013,28.91,36.982,42.279,47.57,48.18,48.736,49.485,50.235,51.041,51.506,53.454,54.276,54.798,55.434,55.793,56.021,56.08,56.035,56.308,56.346,56.743,57.028,57.69,58.625,59.966,61.226,62.523,63.552,64.293,65.059,65.731,66.47,67.444,67.712,68.416,68.915,69.304,69.736,69.873,70.224,70.515,70.561,70.692,70.416,69.584,69.896,..
Cambodia,KHM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.251,6.122,5.996,5.852,5.862,5.823,5.769,5.712,5.648,5.559,5.72,5.866,5.991,5.559,4.797,4.103,3.409,2.716,3.338,4.556,5.774,6.042,6.193,6.296,6.338,6.313,6.226,6.097,5.944,5.723,5.644,5.565,5.447,5.274,5.052,4.824,4.594,4.391,4.139,3.922,3.772,3.652,3.555,3.442,3.345,3.244,3.145,3.084,2.969,2.871,2.774,2.701,2.664,2.62,2.589,2.55,2.512,2.473,2.435,2.402,2.381,2.344,2.322,..
Cameroon,CMR,Population growth (annual %),SP.POP.GROW,..,1.60397501025788,1.97043825707522,2.30493744253899,2.34353916911816,2.38093210842847,2.42195943414093,2.46537017800941,2.51380747847747,2.56251119418139,2.61502853980156,2.66928954505938,2.71089707424796,2.74087062182524,2.76215239574374,2.77866583481315,2.67578547164304,2.5827859606679,2.73834410642205,2.83100494511977,3.29934572711062,3.56436472017992,2.43844690341496,2.11829467137139,2.85788869354238,3.06228759057588,3.09768731951382,3.12673533910802,3.07352702221159,3.0177775678828,3.03133254749302,2.99225551122619,2.93571035733927,2.91032942909575,2.85853230465414,2.784354192833,2.71549439019134,2.65933890348849,2.64328036101189,2.64977018150173,2.63602726719356,2.62667387658374,2.67966597627532,2.72911509031776,2.74462206750134,2.73315981250508,2.71903433909344,2.78067096838021,2.83697090124967,2.84662200490483,2.85121531529997,2.83123673541846,2.81498378244419,2.81353839574426,3.03550756998046,3.14758224896897,2.99217541611777,2.83379809494988,2.7637376380325,2.7748797807221,2.71185365793296,2.63581940586039,2.59810258830226,2.59113967946452
Cameroon,CMR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,13.937,14.488,15.058,15.647,16.255,16.88,17.525,18.19,18.875,19.577,20.3,21.584,22.927,24.324,25.78,27.292,28.678,29.469,30.274,31.091,31.921,32.761,33.613,34.476,35.35,36.232,37.124,37.941,38.511,39.082,39.657,40.235,40.817,41.399,41.985,42.573,43.164,43.755,44.348,44.944,45.542,46.139,46.738,47.338,47.94,48.541,49.143,49.746,50.35,50.954,51.559,52.164,52.769,53.373,53.976,54.578,55.179,55.777,56.374,56.968,57.56,58.148,58.733,59.315
Cameroon,CMR,Rural population (% of total population),SP.RUR.TOTL.ZS,86.063,85.512,84.942,84.353,83.745,83.12,82.475,81.81,81.125,80.423,79.7,78.416,77.073,75.676,74.22,72.708,71.322,70.531,69.726,68.909,68.079,67.239,66.387,65.524,64.65,63.768,62.876,62.059,61.489,60.918,60.343,59.765,59.183,58.601,58.015,57.427,56.836,56.245,55.652,55.056,54.458,53.861,53.262,52.662,52.06,51.459,50.857,50.254,49.65,49.046,48.441,47.836,47.231,46.627,46.024,45.422,44.821,44.223,43.626,43.032,42.44,41.852,41.267,40.685
Cameroon,CMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,34.819,35.406,42.516,42.918,43.31,43.889,44.436,45.176,45.978,46.821,47.583,48.251,48.9,49.324,49.571,49.718,49.88,49.995,50.28,50.575,51.041,51.517,52.085,52.762,53.22,53.899,54.037,54.724,54.934,54.947,54.868,54.658,54.481,54.062,53.528,53.222,52.82,52.737,52.582,52.695,52.932,53.142,53.415,53.883,54.178,54.362,54.856,55.165,55.655,56.102,56.582,57.133,57.792,58.476,58.935,59.658,60.233,60.81,61.18,61.584,60.833,60.333,60.958,..
Cameroon,CMR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.647,5.705,5.766,5.828,5.89,5.949,6.004,6.058,6.108,6.143,6.198,6.255,6.282,6.305,6.337,6.393,6.449,6.52,6.562,6.613,6.658,6.636,6.617,6.605,6.585,6.584,6.588,6.563,6.5,6.437,6.392,6.347,6.29,6.194,6.082,5.955,5.828,5.723,5.668,5.629,5.53,5.443,5.458,5.463,5.45,5.407,5.354,5.331,5.278,5.227,5.16,5.058,4.989,4.914,4.855,4.832,4.818,4.774,4.694,4.623,4.543,4.463,4.383,..
Canada,CAN,Population growth (annual %),SP.POP.GROW,..,1.99918455690026,1.85988823339904,1.86284592763531,1.88571494336137,1.81016659700882,1.86281377101388,1.79935650480125,1.61340850346382,1.35978347208384,1.39783160033129,2.94819452761436,1.16084656651465,1.22261658426849,1.39602166927373,1.45942491323998,1.31580656558804,1.17025687783266,0.99545694441135,0.989698733234704,1.28959497847156,1.23339725480528,1.18962434077573,0.988487567147771,0.944034716041094,0.91377427539001,0.994040150630969,1.31816778174498,1.29662488995999,1.79419351491939,1.50766067284807,1.24276123131684,1.18367554138942,1.09893087887878,1.09525810706129,1.03476948386834,1.04531178311831,0.993788591465188,0.829909353323744,0.812842623716166,0.931281553452429,1.0861994547665,1.08479328329522,0.899226809998674,0.932186964148048,0.94708626967041,1.01355939144957,0.970654173316653,1.083871149194,1.14470768476526,1.11135202971694,0.97540725097113,1.08374652233653,1.05338098055318,1.00142284689661,0.760300145238936,1.13153974027004,1.19543575451553,1.43322615679352,1.46171259938134,1.08436897113225,0.553902422386893,1.81192255344382,2.93227401162387
Canada,CAN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,69.061,69.668,70.494,71.307,72.107,72.892,73.642,74.155,74.662,75.161,75.654,76.09,75.971,75.851,75.731,75.611,75.503,75.543,75.583,75.623,75.663,75.712,75.874,76.035,76.195,76.354,76.502,76.522,76.542,76.562,76.582,76.62,76.887,77.152,77.414,77.675,77.951,78.34,78.724,79.103,79.478,79.81,79.888,79.967,80.045,80.122,80.213,80.396,80.578,80.758,80.937,81.096,81.137,81.178,81.218,81.259,81.3,81.35,81.411,81.482,81.562,81.653,81.752,81.862
Canada,CAN,Rural population (% of total population),SP.RUR.TOTL.ZS,30.939,30.332,29.506,28.693,27.893,27.108,26.358,25.845,25.338,24.839,24.346,23.91,24.029,24.149,24.269,24.389,24.497,24.457,24.417,24.377,24.337,24.288,24.126,23.965,23.805,23.646,23.498,23.478,23.458,23.438,23.418,23.38,23.113,22.848,22.586,22.325,22.049,21.66,21.276,20.897,20.522,20.19,20.112,20.033,19.955,19.878,19.787,19.604,19.422,19.242,19.063,18.904,18.863,18.822,18.782,18.741,18.7,18.65,18.589,18.518,18.438,18.347,18.248,18.138
Canada,CAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.1331707317073,71.3460975609756,71.3670731707317,71.3807317073171,71.7763414634146,71.8721951219512,72.0043902439024,72.2078048780488,72.3534146341463,72.5014634146341,72.7004878048781,73.0292682926829,72.9339024390244,73.1626829268293,73.2375609756098,73.5217073170732,73.8560975609756,74.2156097560976,74.529756097561,74.8663414634146,75.1021951219512,75.4978048780488,75.7251219512195,76.0604878048781,76.3319512195122,76.3273170731707,76.4639024390244,76.7787804878049,76.8587804878049,77.1248780487805,77.4365853658537,77.5934146341464,77.8380487804878,77.7048780487805,77.8717073170732,77.9773170731707,78.220243902439,78.4124390243903,78.6236585365854,78.8390243902439,79.1668292682927,79.3980487804878,79.5307317073171,79.7151219512195,79.9921951219512,80.1126829268293,80.5436585365854,80.5436585365854,80.7246341463415,81.0660975609756,81.3221951219512,81.4826829268293,81.6636585365854,81.7448780487805,81.7843902439025,81.8156097560976,81.9248780487805,81.8329268292683,81.8439024390244,82.2239024390244,81.6604878048781,81.5870731707317,81.2956097560976,..
Canada,CAN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.811,3.753,3.681,3.607,3.456,3.115,2.749,2.528,2.386,2.334,2.258,2.141,1.98,1.89,1.837,1.824,1.796,1.782,1.768,1.754,1.74,1.7,1.69,1.68,1.65,1.67,1.675,1.68,1.68,1.77,1.83,1.72,1.71,1.69,1.69,1.67,1.63,1.57,1.56,1.55,1.51,1.54,1.52,1.55,1.56,1.58,1.63,1.67,1.7,1.69,1.65,1.63,1.63,1.61,1.61,1.6,1.59,1.55,1.51,1.47,1.41,1.44,1.33,..
Cayman Islands,CYM,Population growth (annual %),SP.POP.GROW,..,1.78962610093243,1.98571804377724,2.09184415720987,2.05988447601358,2.09307457656919,2.11290344967551,2.12036697041009,2.12644707422431,1.98399524206093,3.39899477293462,5.39622823970731,5.77579162709011,5.49248312711151,5.28271170780497,5.0030872620657,4.70933477977268,4.46442321973152,4.08325792750329,3.9352606085721,4.31394926606177,4.59456880609551,4.50489731781473,4.40268486791603,4.30512675004139,4.21659742518106,4.0549823106897,3.88827421029172,3.74690340133002,3.81669451931201,4.47487011364269,4.92163705640406,4.77445764539318,4.63678390336539,4.4917730294359,4.31085120631692,4.15607009400003,3.97053860844528,3.7728877134313,3.58348860618734,3.49733538150567,3.45955801183736,3.35799722306069,3.25800960597195,3.19495923650163,3.13242221135563,3.05595726835774,3.00562369574523,2.92965280884495,2.85196480411381,2.75993369995976,2.58853873843781,2.43532400043746,2.3499412828226,2.28758988319717,2.24463644959813,2.18250710253431,2.10758301710141,2.02863766124782,1.90819265891466,1.76406837687354,1.21820372930296,0.83308238204777,0.875266427063587
Cayman Islands,CYM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Cayman Islands,CYM,Rural population (% of total population),SP.RUR.TOTL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cayman Islands,CYM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82.190243902439,..,..,..,..,..,..,..,..,..,..,82.009756097561,..,..
Cayman Islands,CYM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,Population growth (annual %),SP.POP.GROW,..,1.80743378137271,1.86157980690677,1.91621213784079,1.97781863812789,2.047511136393,2.12323359878108,2.19962508876761,2.27324990424639,2.31506925460517,2.24212871394503,2.09973779296289,1.9879022769448,1.94473653837216,1.9571287628841,1.97307799451062,1.49589646008345,1.01704658559431,1.01568309888253,1.02484221158581,1.03825529153642,1.05983217954125,1.08483139909751,1.10674041281781,1.13342789320946,1.16366298957681,1.18972588344787,1.22954489080033,1.57948857083318,2.48552936890382,3.07658185416468,3.11315664341229,3.18120254870409,3.20438646726048,3.14501489236555,2.74938232580347,2.61642604333973,2.78239631088654,2.7546192875739,2.78215176573503,2.80036047898137,2.25163751502407,2.20897342817341,2.41778998181238,2.16901718078334,2.25132803027483,2.01150212315221,1.8735897550277,2.07326328004891,2.15485409702233,2.071208345015,1.53227695856897,0.868655128872181,0.608247676561223,-0.0769490230926806,0.428340361843656,1.74517542237586,1.86986089522388,1.94305862344608,2.22336107125156,2.5340939316943,2.11363722558977,2.21079511675969,2.88270795208001
Central African Republic,CAF,Urban population (% of total population),SP.URB.TOTL.IN.ZS,20.1,20.751,21.418,22.1,22.803,23.519,24.252,25,25.815,26.645,27.492,28.356,29.238,30.133,31.045,31.971,32.575,32.897,33.221,33.546,33.874,34.202,34.532,34.864,35.198,35.532,35.868,36.206,36.545,36.744,36.825,36.906,36.987,37.068,37.149,37.231,37.312,37.394,37.475,37.557,37.639,37.72,37.802,37.884,37.966,38.069,38.193,38.339,38.506,38.694,38.904,39.135,39.388,39.663,39.959,40.277,40.618,40.98,41.364,41.77,42.198,42.648,43.12,43.614
Central African Republic,CAF,Rural population (% of total population),SP.RUR.TOTL.ZS,79.9,79.249,78.582,77.9,77.197,76.481,75.748,75,74.185,73.355,72.508,71.644,70.762,69.867,68.955,68.029,67.425,67.103,66.779,66.454,66.126,65.798,65.468,65.136,64.802,64.468,64.132,63.794,63.455,63.256,63.175,63.094,63.013,62.932,62.851,62.769,62.688,62.606,62.525,62.443,62.361,62.28,62.198,62.116,62.034,61.931,61.807,61.661,61.494,61.306,61.096,60.865,60.612,60.337,60.041,59.723,59.382,59.02,58.636,58.23,57.802,57.352,56.88,56.386
Central African Republic,CAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,39.236,39.737,40.256,40.781,41.345,41.929,42.531,43.158,43.797,44.442,45.072,45.688,46.294,46.854,47.402,47.913,48.395,48.838,49.239,49.597,49.889,50.159,50.303,50.423,50.484,50.518,50.492,50.409,50.241,49.986,49.635,49.252,48.793,48.353,47.853,47.35,46.831,46.319,46.025,45.75,45.406,45.393,45.409,45.76,46.038,46.433,46.851,47.426,48.016,48.648,49.255,49.948,50.686,50.902,50.566,52.793,53.46,53.721,54.369,55.025,54.604,53.895,54.477,..
Central African Republic,CAF,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.814,5.828,5.851,5.868,5.906,5.941,5.983,6.015,6.06,6.037,6.002,5.986,5.96,5.928,5.911,5.889,5.932,5.968,6.018,6.071,6.106,6.139,6.141,6.124,6.111,6.106,6.093,6.102,6.081,6.06,6.045,6.032,5.975,5.94,5.933,5.972,5.989,5.96,5.934,5.933,5.915,5.851,5.836,5.852,5.827,5.849,5.867,5.892,5.914,5.922,5.937,5.963,6.006,6.017,6.024,6.035,6.04,6.048,6.037,6.008,5.985,5.978,5.918,..
Chad,TCD,Population growth (annual %),SP.POP.GROW,..,1.92830284157487,1.94316509426344,1.9518942922349,1.94718597065573,1.9038793873689,1.85086149151046,1.83669850937987,1.8633039582068,1.92038333250559,1.98950568702058,2.02815940115592,2.16384086434761,2.287873413583,2.2154036469744,2.06697329619869,1.91443846007293,1.79732466341356,1.75233055337201,2.05281827638111,0.120029449768343,0.0225688705918834,4.73077019822427,4.98616197877124,1.25532734256511,0.951328079582529,2.98601864155601,3.50725628946566,3.37917645549863,3.36389559463814,2.72158466618937,3.62917884079971,4.22080520943326,2.27994585581428,2.219474819994,4.38968567248508,4.42164083680175,3.42098990748474,3.40720540478119,3.47717052460942,3.41450024149477,3.3300848498951,3.44814062098756,3.97060486574728,4.43602666694242,3.99174947439079,3.54078145175603,3.38718987073326,3.44588600538683,3.51855423082844,3.40849096495518,3.49444952100308,3.48762940257558,3.55701932397684,3.56998546576354,3.18410081276683,3.14864850561675,3.32459491646661,3.37812774879537,3.29458272753979,3.16053305963688,3.16388750517031,3.11502218647071,3.08482215474986
Chad,TCD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,6.695,6.962,7.239,7.527,7.877,8.406,8.968,9.564,10.196,10.862,11.568,12.313,13.1,13.882,14.704,15.566,16.47,17.413,18.4,18.592,18.787,18.982,19.179,19.377,19.578,19.779,19.983,20.187,20.394,20.602,20.811,21.023,21.235,21.408,21.44,21.473,21.506,21.538,21.571,21.604,21.637,21.67,21.702,21.735,21.768,21.801,21.834,21.868,21.901,21.934,21.985,22.054,22.142,22.248,22.372,22.515,22.677,22.858,23.059,23.279,23.52,23.781,24.063,24.366
Chad,TCD,Rural population (% of total population),SP.RUR.TOTL.ZS,93.305,93.038,92.761,92.473,92.123,91.594,91.032,90.436,89.804,89.138,88.432,87.687,86.9,86.118,85.296,84.434,83.53,82.587,81.6,81.408,81.213,81.018,80.821,80.623,80.422,80.221,80.017,79.813,79.606,79.398,79.189,78.977,78.765,78.592,78.56,78.527,78.494,78.462,78.429,78.396,78.363,78.33,78.298,78.265,78.232,78.199,78.166,78.132,78.099,78.066,78.015,77.946,77.858,77.752,77.628,77.485,77.323,77.142,76.941,76.721,76.48,76.219,75.937,75.634
Chad,TCD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,38.374,38.631,38.835,39.072,39.333,39.12,39.15,39.479,39.903,40.265,40.603,40.19,41.399,41.78,41.785,41.872,42.036,42.255,42.504,42.81,43.06,43.312,43.73,44.179,44.515,45.05,45.21,42.798,45.785,45.875,44.686,45.941,46.102,46.318,46.449,46.711,47.013,47.217,47.224,47.372,47.443,47.85,47.946,48.206,48.232,48.312,48.286,48.751,49.024,49.196,49.584,50.009,50.54,50.781,51.202,51.589,52.083,52.308,52.825,53.259,52.777,52.525,52.997,..
Chad,TCD,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.25,6.268,6.285,6.301,6.318,6.337,6.362,6.393,6.432,6.477,6.528,6.582,6.85,6.869,6.864,6.876,6.893,6.896,6.891,6.905,6.908,6.942,6.961,6.979,7.015,7.037,7.067,7.105,7.154,7.186,7.219,7.261,7.296,7.337,7.31,7.29,7.292,7.274,7.266,7.262,7.249,7.231,7.201,7.179,7.16,7.134,7.118,7.092,7.063,7.021,6.99,6.948,6.905,6.839,6.781,6.706,6.623,6.537,6.464,6.412,6.346,6.255,6.215,..
